total_visits,time_per_visit,lead_origin,lead_source,do_not_email,do_not_call,converted,country,specialization,how_did_you_hear_about_x_education,what_is_your_current_occupation,what_matters_most_to_you_in_choosing_a_course,tags,city,a_free_copy_of_mastering_the_interview,no_contact_allowed,lead_source_channel,is_from_india,total_visits_binned,total_time_spent_on_website_binned,page_views_per_visit_binned
4.0,41.25,Landing Page Submission,Google,0,0,0,India,Finance Management,,Unemployed,Better Career Prospects,switched off,Thane & Outskirts,1,0,Other_Source,1,High_Visits,Medium_Engagement,High_Page_Views
9.5,62.21052631578947,API,Organic Search,0,0,1,India,Other_Specialization,,Working Professional,Better Career Prospects,Closed by Horizzon,Other Cities,1,0,Other_Source,1,Very_High_Visits,High_Engagement,High_Page_Views
4.0,221.75,Landing Page Submission,Direct Traffic,0,0,1,India,Marketing Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,High_Visits,High_Engagement,High_Page_Views
3.0,562.0,Landing Page Submission,Direct Traffic,0,0,0,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,Ringing,Thane & Outskirts,1,0,Other_Source,1,Medium_Visits,Very_High_Engagement,High_Page_Views
5.0,22.0,API,Organic Search,0,0,0,India,Other_Specialization,,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,1,High_Visits,Low_Engagement,Very_High_Page_Views
3.0,454.6666666666667,Landing Page Submission,Direct Traffic,0,0,1,India,Finance Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities of Maharashtra,1,0,Other_Source,1,Medium_Visits,Very_High_Engagement,Low_Page_Views
1.0,790.0,Landing Page Submission,Direct Traffic,0,0,1,Other_Country,Finance Management,,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,0,Low_Visits,High_Engagement,Low_Page_Views
2.0,320.0,Landing Page Submission,Direct Traffic,0,0,1,Other_Country,Human Resource Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,1,0,Other_Source,0,Low_Visits,High_Engagement,Low_Page_Views
1.0,1270.0,Landing Page Submission,Direct Traffic,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Not doing further education,Unknown_City,1,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
1.0,249.0,Landing Page Submission,Direct Traffic,0,0,0,India,Human Resource Management,,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
5.0,67.8,Landing Page Submission,Direct Traffic,0,0,0,India,IT Projects Management,,Unemployed,Better Career Prospects,Ringing,Other Cities,1,0,Other_Source,1,High_Visits,Medium_Engagement,Very_High_Page_Views
3.0,191.33333333333334,Landing Page Submission,Direct Traffic,0,0,1,India,Human Resource Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,Medium_Visits,High_Engagement,Low_Page_Views
9.0,108.66666666666667,Landing Page Submission,Google,0,0,0,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,Ringing,Mumbai,0,0,Other_Source,1,Very_High_Visits,High_Engagement,Very_High_Page_Views
5.0,219.6,Landing Page Submission,Direct Traffic,0,0,1,India,Operations Management,,Unemployed,Better Career Prospects,Busy,Mumbai,1,0,Other_Source,1,High_Visits,Very_High_Engagement,Very_High_Page_Views
9.5,222.31578947368422,Landing Page Submission,Organic Search,0,0,1,India,Human Resource Management,Word Of Mouth,Not_Specified,Not_Specified,,Mumbai,0,0,Other_Source,1,Very_High_Visits,Very_High_Engagement,High_Page_Views
2.0,134.0,Landing Page Submission,Direct Traffic,0,0,0,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Graduation in progress,Other Cities of Maharashtra,1,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
3.0,389.6666666666667,API,Organic Search,0,0,1,Other_Country,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,0,Medium_Visits,Very_High_Engagement,High_Page_Views
1.0,226.0,Landing Page Submission,Direct Traffic,0,0,0,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Already a student,Mumbai,1,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
6.0,20.333333333333332,Landing Page Submission,Direct Traffic,0,0,1,India,Business Administration,,Unemployed,Better Career Prospects,Busy,Mumbai,1,0,Other_Source,1,Very_High_Visits,Low_Engagement,High_Page_Views
2.0,22.5,Landing Page Submission,Direct Traffic,0,0,0,India,Finance Management,,Not_Specified,Not_Specified,,Mumbai,1,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
3.0,43.0,API,Direct Traffic,0,0,0,India,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,1,Medium_Visits,Low_Engagement,High_Page_Views
3.0,386.0,Landing Page Submission,Direct Traffic,0,0,1,India,Business Administration,,Unemployed,Better Career Prospects,Will revert after reading the email,Tier II Cities,1,0,Other_Source,1,Medium_Visits,Very_High_Engagement,Low_Page_Views
1.0,131.0,Landing Page Submission,Direct Traffic,0,0,0,India,Healthcare Management,,Unemployed,Better Career Prospects,Not doing further education,Mumbai,0,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
4.0,442.5,Landing Page Submission,Google,0,0,1,India,Finance Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,1,High_Visits,Very_High_Engagement,High_Page_Views
2.0,211.0,Landing Page Submission,Direct Traffic,0,0,0,India,Finance Management,,Unemployed,Better Career Prospects,Not doing further education,Mumbai,1,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
4.0,18.75,Landing Page Submission,Direct Traffic,0,0,0,India,Marketing Management,,Not_Specified,Not_Specified,,Other Metro Cities,0,0,Other_Source,1,High_Visits,Low_Engagement,High_Page_Views
5.0,20.0,Landing Page Submission,Google,0,0,1,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,Lost to EINS,Mumbai,0,0,Other_Source,1,High_Visits,Low_Engagement,Medium_Page_Views
3.0,600.3333333333334,Landing Page Submission,Organic Search,0,0,0,India,Marketing Management,,Not_Specified,Not_Specified,,Tier II Cities,1,0,Other_Source,1,Medium_Visits,Very_High_Engagement,High_Page_Views
4.0,95.75,Landing Page Submission,Direct Traffic,0,0,0,Unknown_Country,IT Projects Management,,Unemployed,Better Career Prospects,switched off,Other Cities of Maharashtra,0,0,Other_Source,0,High_Visits,High_Engagement,High_Page_Views
9.5,109.6842105263158,Landing Page Submission,Google,0,0,1,India,Human Resource Management,Social Media,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,1,Very_High_Visits,High_Engagement,Very_High_Page_Views
5.0,60.8,Landing Page Submission,Other,0,0,0,India,Human Resource Management,Advertisements,Unemployed,Better Career Prospects,Not doing further education,Thane & Outskirts,0,0,Other_Source,1,High_Visits,Medium_Engagement,Medium_Page_Views
6.0,43.833333333333336,API,Google,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Diploma holder (Not Eligible),Unknown_City,0,0,Other_Source,1,Very_High_Visits,Medium_Engagement,Low_Page_Views
2.0,80.5,API,Google,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Interested in other courses,Unknown_City,0,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
6.0,26.333333333333332,Landing Page Submission,Direct Traffic,0,0,0,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,1,Very_High_Visits,Medium_Engagement,High_Page_Views
8.0,17.125,Landing Page Submission,Organic Search,0,0,0,India,Finance Management,,Not_Specified,Not_Specified,,Thane & Outskirts,1,0,Other_Source,1,Very_High_Visits,Low_Engagement,Very_High_Page_Views
5.0,66.6,Landing Page Submission,Google,0,0,0,India,Healthcare Management,,Unemployed,Better Career Prospects,Ringing,Mumbai,0,0,Other_Source,1,High_Visits,Medium_Engagement,Very_High_Page_Views
2.0,54.0,Landing Page Submission,Direct Traffic,0,0,0,India,Operations Management,,Unemployed,Better Career Prospects,Ringing,Mumbai,0,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
6.0,66.16666666666667,Landing Page Submission,Google,0,0,0,India,Operations Management,Multiple Sources,Not_Specified,Not_Specified,,Thane & Outskirts,0,0,Other_Source,1,Very_High_Visits,High_Engagement,Very_High_Page_Views
1.0,907.0,Landing Page Submission,Direct Traffic,0,0,0,Other_Country,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,0,Low_Visits,High_Engagement,Low_Page_Views
4.0,173.0,Landing Page Submission,Google,0,0,0,India,Human Resource Management,Word Of Mouth,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0,0,Other_Source,1,High_Visits,High_Engagement,High_Page_Views
4.0,326.0,Landing Page Submission,Google,0,0,1,India,Finance Management,Other,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,1,High_Visits,Very_High_Engagement,High_Page_Views
6.0,37.166666666666664,Landing Page Submission,Direct Traffic,0,0,1,India,Marketing Management,Multiple Sources,Unemployed,Better Career Prospects,Busy,Mumbai,1,0,Other_Source,1,Very_High_Visits,Medium_Engagement,Low_Page_Views
4.0,74.0,Landing Page Submission,Organic Search,0,0,0,India,Finance Management,,Not_Specified,Not_Specified,,Other Cities,0,0,Other_Source,1,High_Visits,Medium_Engagement,High_Page_Views
9.0,113.55555555555556,Landing Page Submission,Direct Traffic,0,0,1,India,Supply Chain Management,,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,1,Very_High_Visits,High_Engagement,Low_Page_Views
3.0,82.66666666666667,API,Google,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Ringing,Unknown_City,0,0,Other_Source,1,Medium_Visits,Medium_Engagement,High_Page_Views
3.0,553.3333333333334,API,Google,0,0,1,India,Finance Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,0,0,Other_Source,1,Medium_Visits,Very_High_Engagement,Low_Page_Views
9.5,91.47368421052632,API,Olark Chat,0,0,0,Unknown_Country,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,0,Very_High_Visits,High_Engagement,Low_Page_Views
9.5,37.89473684210526,Landing Page Submission,Direct Traffic,0,0,0,India,Finance Management,,Unemployed,Better Career Prospects,Ringing,Other Metro Cities,1,0,Other_Source,1,Very_High_Visits,Medium_Engagement,Medium_Page_Views
6.0,58.833333333333336,Landing Page Submission,Direct Traffic,0,0,0,India,Other_Specialization,,Unemployed,Better Career Prospects,Diploma holder (Not Eligible),Other Metro Cities,1,0,Other_Source,1,Very_High_Visits,Medium_Engagement,Very_High_Page_Views
4.0,386.75,Landing Page Submission,Google,0,0,1,India,Human Resource Management,Word Of Mouth,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,1,High_Visits,Very_High_Engagement,High_Page_Views
5.0,84.0,Landing Page Submission,Direct Traffic,0,0,0,India,Not_Specified,Online Search,Not_Specified,Not_Specified,,Thane & Outskirts,0,0,Other_Source,1,High_Visits,High_Engagement,Very_High_Page_Views
3.0,586.3333333333334,API,Direct Traffic,0,0,1,India,Human Resource Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Unknown_City,0,0,Other_Source,1,Medium_Visits,Very_High_Engagement,High_Page_Views
2.0,32.5,Landing Page Submission,Direct Traffic,0,0,0,India,Travel and Tourism,,Unemployed,Better Career Prospects,switched off,Mumbai,1,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
3.0,17.666666666666668,Landing Page Submission,Direct Traffic,0,0,0,India,Other_Specialization,,Unemployed,Better Career Prospects,Already a student,Mumbai,0,0,Other_Source,1,Medium_Visits,Low_Engagement,High_Page_Views
4.0,361.25,Landing Page Submission,Direct Traffic,0,0,1,India,Healthcare Management,,Not_Specified,Not_Specified,,Mumbai,1,0,Other_Source,1,High_Visits,Very_High_Engagement,High_Page_Views
2.0,644.5,Landing Page Submission,Direct Traffic,0,0,0,India,Finance Management,,Unemployed,Better Career Prospects,Not doing further education,Other Cities,1,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
4.0,237.25,Landing Page Submission,Direct Traffic,0,0,1,India,International Business,,Unemployed,Better Career Prospects,Will revert after reading the email,Other Metro Cities,1,0,Other_Source,1,High_Visits,High_Engagement,High_Page_Views
6.0,40.5,Landing Page Submission,Direct Traffic,0,0,0,India,International Business,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,1,0,Other_Source,1,Very_High_Visits,Medium_Engagement,Very_High_Page_Views
2.0,724.5,Landing Page Submission,Direct Traffic,0,0,1,India,Marketing Management,,Unemployed,Better Career Prospects,Busy,Other Cities,1,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
1.0,886.0,Lead Add Form,Reference,0,0,1,Unknown_Country,Finance Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,0,Low_Visits,High_Engagement,Low_Page_Views
2.0,97.5,Landing Page Submission,Direct Traffic,0,0,0,India,Not_Specified,Advertisements,Not_Specified,Not_Specified,,Mumbai,0,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
5.0,78.2,Landing Page Submission,Direct Traffic,0,0,0,India,Marketing Management,,Unemployed,Better Career Prospects,opp hangup,Mumbai,1,0,Other_Source,1,High_Visits,High_Engagement,Low_Page_Views
2.0,606.5,Landing Page Submission,Direct Traffic,0,0,0,India,Finance Management,,Unemployed,Better Career Prospects,Already a student,Mumbai,1,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
3.0,369.6666666666667,Landing Page Submission,Organic Search,0,0,0,India,Business Administration,,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,1,Medium_Visits,Very_High_Engagement,High_Page_Views
9.5,127.26315789473684,Landing Page Submission,Direct Traffic,0,0,0,India,Not_Specified,Advertisements,Unemployed,Better Career Prospects,Not doing further education,Thane & Outskirts,0,0,Other_Source,1,Very_High_Visits,Very_High_Engagement,Very_High_Page_Views
7.0,151.57142857142858,API,Organic Search,0,0,1,India,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,1,Very_High_Visits,High_Engagement,High_Page_Views
1.0,231.0,Landing Page Submission,Direct Traffic,0,0,0,India,Supply Chain Management,,Not_Specified,Not_Specified,,Mumbai,1,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
2.0,620.5,API,Google,0,0,1,India,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
4.0,52.25,Landing Page Submission,Direct Traffic,0,0,0,India,Media and Advertising,,Unemployed,Better Career Prospects,Not doing further education,Other Cities,1,0,Other_Source,1,High_Visits,Medium_Engagement,High_Page_Views
4.0,172.5,Landing Page Submission,Google,0,0,0,India,Not_Specified,Other,Unemployed,Better Career Prospects,Not doing further education,Mumbai,0,0,Other_Source,1,High_Visits,High_Engagement,High_Page_Views
5.0,5.8,Landing Page Submission,Direct Traffic,0,0,0,India,IT Projects Management,,Unemployed,Better Career Prospects,Not doing further education,Mumbai,1,0,Other_Source,1,High_Visits,Low_Engagement,Very_High_Page_Views
7.0,160.42857142857142,Landing Page Submission,Direct Traffic,0,0,1,India,Finance Management,,Unemployed,Better Career Prospects,Lost to EINS,Other Cities,1,0,Other_Source,1,Very_High_Visits,Very_High_Engagement,Very_High_Page_Views
3.0,429.0,API,Google,0,0,1,India,Not_Specified,,Unemployed,Better Career Prospects,Will revert after reading the email,Unknown_City,0,0,Other_Source,1,Medium_Visits,Very_High_Engagement,Low_Page_Views
1.0,1770.0,Lead Add Form,Reference,0,0,1,Unknown_Country,Healthcare Management,,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,0,0,Other_Source,0,Low_Visits,Very_High_Engagement,Low_Page_Views
4.0,26.75,Landing Page Submission,Google,0,0,0,India,Media and Advertising,Online Search,Unemployed,Better Career Prospects,switched off,Mumbai,0,0,Other_Source,1,High_Visits,Low_Engagement,High_Page_Views
3.0,98.33333333333333,Landing Page Submission,Google,0,0,0,India,Supply Chain Management,Student of SomeSchool,Unemployed,Better Career Prospects,Already a student,Mumbai,0,0,Other_Source,1,Medium_Visits,Medium_Engagement,High_Page_Views
2.0,132.5,Landing Page Submission,Direct Traffic,0,0,0,India,Supply Chain Management,,Not_Specified,Not_Specified,,Thane & Outskirts,1,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
3.0,63.666666666666664,Landing Page Submission,Direct Traffic,0,0,0,India,Finance Management,,Not_Specified,Not_Specified,,Mumbai,0,0,Other_Source,1,Medium_Visits,Medium_Engagement,High_Page_Views
6.0,9.0,API,Organic Search,0,0,0,Other_Country,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,0,Very_High_Visits,Low_Engagement,Low_Page_Views
0.0,0.0,Lead Add Form,Reference,0,0,0,Unknown_Country,International Business,,Unemployed,Better Career Prospects,Ringing,Unknown_City,0,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
3.0,26.333333333333332,API,Google,0,0,0,India,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,1,Medium_Visits,Low_Engagement,Low_Page_Views
6.0,48.0,Landing Page Submission,Direct Traffic,0,0,0,Other_Country,Marketing Management,Online Search,Unemployed,Better Career Prospects,switched off,Thane & Outskirts,0,0,Other_Source,0,Very_High_Visits,Medium_Engagement,High_Page_Views
